PID,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemod/Add,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,Functional,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SalePrice
527451290,160,RM,21.0,1680,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,NA,BrkFace,232.0,TA,CBlock,TA,TA,No,ALQ,387.0,0.0,96.0,483.0,GasA,TA,Y,SBrkr,504,0,987,0.0,0.0,1,1,2,1,Typ,NA,Detchd,Unf,1.0,264.0,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,7,2008,COD,11.355113089309977
906380150,20,RL,64.0,7488,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,NA,None,0.0,TA,PConc,Gd,TA,Av,GLQ,393.0,0.0,815.0,1208.0,GasA,Ex,Y,SBrkr,0,0,1208,0.0,0.0,2,0,2,1,Typ,NA,Attchd,RFn,2.0,632.0,TA,Y,105,58,0,0,0,0,NA,NA,NA,0,2,2006,WD ,12.120520203776788
906226060,70,RL,120.0,26400,Pave,NA,Reg,Bnk,AllPub,FR2,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,5,7,1880,2007,Gable,CompShg,HdBoard,NA,None,0.0,TA,PConc,NA,NA,NA,NA,0.0,0.0,0.0,0.0,GasA,Ex,Y,SBrkr,728,0,2016,0.0,0.0,1,0,4,1,Mod,TA,Attchd,Unf,2.0,576.0,TA,P,0,0,0,0,0,0,NA,NA,NA,0,6,2009,WD ,11.782960235741939
533236070,160,FV,24.0,2645,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,Pave,BrkFace,456.0,TA,PConc,Gd,TA,No,GLQ,813.0,0.0,147.0,960.0,GasA,Ex,Y,SBrkr,645,0,1607,1.0,0.0,2,1,3,1,Typ,NA,Detchd,Unf,2.0,480.0,TA,Y,169,0,0,0,0,0,NA,NA,NA,0,12,2008,ConLD,12.206077645517674
907418040,20,RL,74.0,9627,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,NA,None,0.0,TA,PConc,Gd,TA,Av,GLQ,24.0,0.0,1327.0,1351.0,GasA,Ex,Y,SBrkr,0,0,1361,0.0,0.0,2,0,3,1,Typ,NA,Attchd,RFn,2.0,610.0,TA,Y,0,50,0,0,0,0,NA,NA,NA,0,6,2008,WD ,12.170450649220749
923202105,20,RL,93.0,10114,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,2004,2005,Gable,CompShg,VinylSd,NA,None,0.0,TA,PConc,Ex,TA,Av,Unf,0.0,0.0,1430.0,1430.0,GasA,Ex,Y,SBrkr,0,0,1430,0.0,0.0,2,0,3,1,Typ,NA,Attchd,RFn,2.0,624.0,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,3,2010,WD ,12.063938642041201
902301140,70,RM,34.0,4571,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,5,1916,1950,Gable,CompShg,AsbShng,Grvl,None,0.0,TA,BrkTil,TA,TA,No,Unf,0.0,0.0,624.0,624.0,GasA,Fa,N,SBrkr,720,0,1344,0.0,0.0,1,0,4,1,Typ,NA,Detchd,Unf,3.0,513.0,Fa,Y,0,0,96,0,0,0,NA,NA,NA,0,5,2008,COD,11.49273296168228
905101490,20,RL,80.0,8816,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1963,1963,Gable,CompShg,VinylSd,NA,None,0.0,TA,PConc,TA,TA,No,Rec,651.0,0.0,470.0,1121.0,GasA,TA,Y,SBrkr,0,0,1121,1.0,0.0,1,0,3,1,Typ,NA,Detchd,Unf,2.0,480.0,TA,Y,0,80,0,0,0,0,NA,MnPrv,NA,0,6,2009,WD ,11.842236406331555
905107140,20,RL,71.0,8197,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,NA,BrkFace,148.0,TA,CBlock,TA,TA,No,Unf,0.0,0.0,660.0,660.0,GasA,Ex,Y,SBrkr,0,0,1285,0.0,0.0,1,1,3,1,Typ,TA,Attchd,RFn,2.0,528.0,TA,Y,138,0,0,0,0,0,NA,MnPrv,NA,0,4,2007,WD ,11.874097282798648
528458070,60,FV,72.0,8640,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,NA,None,0.0,TA,PConc,Gd,TA,Mn,GLQ,24.0,0.0,732.0,756.0,GasA,Ex,Y,SBrkr,783,0,1547,0.0,0.0,2,1,3,1,Typ,NA,Attchd,Unf,2.0,614.0,TA,Y,169,45,0,0,0,0,NA,NA,NA,0,6,2010,Con,12.279327754099118
905106150,20,RL,109.0,8724,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,VinylSd,NA,None,0.0,TA,CBlock,Gd,TA,No,BLQ,492.0,0.0,402.0,894.0,GasA,Gd,Y,SBrkr,0,0,894,0.0,0.0,1,0,3,1,Typ,Po,Attchd,Fin,2.0,450.0,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,5,2007,WD ,11.767575435251748
527131030,120,RL,40.0,5664,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,NA,None,0.0,TA,PConc,Gd,TA,No,GLQ,1158.0,0.0,343.0,1501.0,GasA,Ex,Y,SBrkr,0,0,1659,1.0,0.0,2,0,2,1,Typ,Ex,Attchd,Fin,2.0,499.0,TA,Y,212,59,0,0,0,0,NA,NA,NA,0,10,2009,WD ,12.535379989788607
528142010,60,RL,103.0,12867,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,CemntBd,NA,None,0.0,TA,PConc,Ex,TA,Av,Unf,0.0,0.0,1209.0,1209.0,GasA,Ex,Y,SBrkr,1044,0,2253,0.0,0.0,2,1,3,1,Typ,Gd,Attchd,Fin,2.0,575.0,TA,Y,243,142,0,0,0,0,NA,NA,NA,0,7,2006,New,12.74878639539024
527165230,20,RL,0.0,7980,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,7,1992,2007,Gable,CompShg,HdBoard,NA,None,0.0,Gd,PConc,Gd,TA,No,ALQ,935.0,0.0,233.0,1168.0,GasA,Ex,Y,SBrkr,0,0,1187,1.0,0.0,2,0,3,1,Typ,NA,Attchd,Fin,2.0,420.0,TA,Y,483,21,0,0,0,0,NA,GdPrv,Shed,500,3,2010,WD ,12.128116509451258
527250040,190,RL,100.0,34650,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1955,1955,Hip,CompShg,Wd Sdng,NA,None,0.0,TA,CBlock,TA,TA,Mn,Rec,1056.0,0.0,0.0,1056.0,GasA,TA,N,SBrkr,0,0,1056,1.0,0.0,1,0,3,1,Typ,NA,Attchd,Fin,2.0,572.0,TA,Y,264,0,0,0,0,0,NA,NA,NA,0,1,2006,WD ,11.884495917930655
535104120,20,RL,92.0,10573,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1961,1961,Hip,CompShg,MetalSd,NA,BrkFace,3.0,TA,CBlock,TA,TA,No,Rec,1312.0,0.0,141.0,1453.0,GasA,Ex,Y,SBrkr,0,0,1453,1.0,0.0,2,0,3,1,Typ,TA,Attchd,RFn,2.0,530.0,TA,Y,0,49,0,0,288,0,NA,GdPrv,NA,0,4,2009,WD ,12.141539457711714
532376160,20,RL,65.0,8450,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,8,1965,2009,Gable,CompShg,MetalSd,NA,None,0.0,Gd,CBlock,TA,TA,No,GLQ,553.0,117.0,224.0,894.0,GasA,Ex,Y,SBrkr,0,0,894,1.0,0.0,1,0,3,1,Typ,Gd,Detchd,Unf,1.0,336.0,TA,Y,416,144,0,0,0,0,NA,MnPrv,NA,0,4,2010,WD ,11.83863282480007
909277040,50,RL,0.0,11700,Pave,Grvl,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1937,1995,Gable,CompShg,WdShing,Grvl,None,0.0,TA,CBlock,TA,TA,No,BLQ,606.0,0.0,336.0,942.0,GasA,Ex,Y,SBrkr,673,0,1938,0.0,0.0,2,0,4,1,Min2,Gd,Detchd,Unf,1.0,240.0,TA,Y,0,40,0,0,0,0,NA,NA,NA,0,7,2008,WD ,12.19602736016897
911103060,190,C (all),75.0,8250,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,2fmCon,2Story,5,6,1895,2006,Gable,CompShg,VinylSd,NA,None,0.0,Gd,CBlock,TA,TA,No,Unf,0.0,0.0,957.0,957.0,GasA,Fa,N,SBrkr,957,0,1991,0.0,0.0,2,0,4,2,Typ,NA,NA,NA,0.0,0.0,NA,N,0,0,133,0,0,0,NA,NA,NA,0,6,2007,WD ,11.691916481667727
535450190,50,RL,60.0,8064,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,7,1949,2006,Gable,CompShg,MetalSd,NA,None,0.0,Gd,CBlock,TA,TA,Mn,Unf,0.0,0.0,672.0,672.0,GasA,Ex,Y,SBrkr,252,0,924,0.0,0.0,1,0,3,1,Typ,Po,Detchd,Unf,2.0,576.0,TA,Y,0,0,0,0,0,0,NA,MnPrv,Shed,2000,7,2007,WD ,11.719134432217524
527355150,20,RL,80.0,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,8,5,1981,1981,Hip,WdShngl,BrkFace,NA,None,0.0,TA,PConc,Gd,TA,No,ALQ,1104.0,0.0,1420.0,2524.0,GasA,TA,Y,SBrkr,0,0,2524,1.0,0.0,2,1,4,1,Typ,Gd,Attchd,Fin,2.0,542.0,TA,Y,474,120,0,0,0,0,NA,MnPrv,NA,0,7,2009,WD ,12.535379989788607
909276010,70,RL,0.0,11435,Pave,NA,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,7,1929,1950,Gable,CompShg,BrkFace,NA,None,0.0,TA,PConc,Gd,TA,No,Unf,0.0,0.0,792.0,792.0,GasA,Fa,Y,SBrkr,725,0,1517,0.0,0.0,1,0,3,1,Typ,Gd,Detchd,Unf,2.0,400.0,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2006,WD ,12.345838935721968
533250130,120,RL,30.0,9549,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Hip,CompShg,BrkFace,NA,None,0.0,Gd,PConc,Gd,Gd,Av,LwQ,437.0,1057.0,0.0,1494.0,GasA,Ex,Y,SBrkr,0,0,1494,1.0,0.0,1,1,2,1,Typ,Gd,Attchd,Fin,2.0,481.0,TA,Y,0,30,0,0,216,0,NA,NA,NA,0,4,2006,WD ,12.506180941677357
535302070,20,RL,60.0,10950,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1952,1952,Hip,CompShg,Wd Sdng,NA,None,0.0,TA,CBlock,TA,TA,No,ALQ,441.0,0.0,507.0,948.0,GasA,TA,Y,SBrkr,0,0,948,0.0,0.0,1,0,2,1,Typ,NA,Detchd,Unf,2.0,410.0,TA,N,0,48,0,0,0,0,NA,NA,NA,0,4,2007,WD ,11.736077016252437
906340110,20,RL,79.0,10637,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,NA,Stone,336.0,TA,PConc,Ex,TA,Gd,GLQ,1288.0,0.0,417.0,1705.0,GasA,Ex,Y,SBrkr,0,0,1718,1.0,0.0,2,0,3,1,Typ,Gd,Attchd,RFn,3.0,826.0,TA,Y,208,44,0,0,0,0,NA,NA,NA,0,9,2009,WD ,12.601490784782536
535426150,20,RL,80.0,9000,Pave,NA,IR1,HLS,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Flat,Tar&Grv,Wd Sdng,NA,BrkFace,82.0,TA,CBlock,Gd,TA,Gd,Unf,0.0,0.0,160.0,160.0,GasA,Fa,Y,SBrkr,0,0,1142,0.0,0.0,1,0,2,1,Typ,Gd,Basment,RFn,1.0,384.0,TA,Y,0,28,64,0,0,0,NA,NA,NA,0,4,2009,WD ,11.63956692643747
923225240,160,RM,41.0,2665,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,1977,1977,Gable,CompShg,CemntBd,NA,None,0.0,TA,PConc,TA,TA,No,ALQ,548.0,173.0,36.0,757.0,GasA,Ex,Y,SBrkr,550,0,1475,0.0,0.0,2,0,4,1,Typ,TA,Attchd,RFn,1.0,336.0,TA,Y,104,26,0,0,0,0,NA,NA,NA,0,7,2006,WD ,11.751950239425476
527358140,20,RL,105.0,11751,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1977,1977,Hip,CompShg,Plywood,NA,BrkFace,480.0,TA,CBlock,Gd,TA,No,BLQ,705.0,0.0,1139.0,1844.0,GasA,Ex,Y,SBrkr,0,0,1844,0.0,0.0,2,0,3,1,Typ,TA,Attchd,RFn,2.0,546.0,TA,Y,0,122,0,0,0,0,NA,MnPrv,NA,0,1,2010,COD,12.154784614286667
534177210,20,RL,80.0,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Hip,CompShg,HdBoard,NA,BrkFace,320.0,TA,CBlock,TA,TA,No,ALQ,916.0,0.0,326.0,1242.0,GasA,Fa,Y,SBrkr,0,0,1242,0.0,0.0,1,1,3,1,Typ,TA,Attchd,Unf,2.0,528.0,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,9,2007,WD ,12.075400019877522
907135050,20,RL,60.0,8428,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1994,1994,Gable,CompShg,VinylSd,NA,None,0.0,Gd,PConc,Gd,Gd,No,GLQ,420.0,0.0,570.0,990.0,GasA,Ex,Y,SBrkr,0,0,990,1.0,0.0,1,0,3,1,Typ,NA,Detchd,Unf,1.0,384.0,TA,Y,256,0,0,0,0,0,NA,NA,NA,0,7,2007,WD ,11.891368749982085
908102260,20,RL,75.0,9937,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1965,1965,Gable,CompShg,HdBoard,NA,None,0.0,TA,CBlock,TA,TA,No,BLQ,830.0,290.0,136.0,1256.0,GasA,Gd,Y,SBrkr,0,0,1256,1.0,0.0,1,1,3,1,Typ,NA,Attchd,Fin,1.0,276.0,TA,Y,736,68,0,0,0,0,NA,NA,NA,0,6,2008,WD ,11.901590234400047
528110050,20,RL,107.0,13891,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2006,2006,Gable,CompShg,VinylSd,NA,None,0.0,TA,PConc,Ex,Gd,Gd,GLQ,1386.0,0.0,690.0,2076.0,GasA,Ex,Y,SBrkr,0,0,2076,1.0,0.0,2,1,2,1,Typ,Gd,Attchd,Fin,3.0,850.0,TA,Y,216,229,0,0,0,0,NA,NA,NA,0,9,2006,New,13.049794835104816
923275040,85,RL,0.0,9101,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1978,1978,Gable,CompShg,Plywood,NA,BrkFace,104.0,Gd,PConc,Gd,TA,Av,GLQ,1097.0,0.0,0.0,1097.0,GasA,Ex,Y,SBrkr,0,0,1110,1.0,0.0,1,0,1,1,Typ,TA,Attchd,Fin,2.0,602.0,TA,Y,303,30,0,0,0,0,NA,NA,NA,0,7,2009,WD ,12.016732516077072
902406090,50,RM,81.0,12150,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1954,1954,Gable,CompShg,MetalSd,Grvl,BrkFace,335.0,TA,BrkTil,TA,TA,No,Unf,0.0,0.0,1050.0,1050.0,GasA,Ex,N,FuseF,745,0,1795,0.0,0.0,2,0,4,1,Typ,NA,Attchd,Unf,1.0,352.0,Fa,Y,0,0,0,0,0,0,NA,NA,NA,0,11,2008,WD ,11.78676973513378
905102170,20,RL,70.0,11200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Hip,CompShg,HdBoard,NA,None,0.0,TA,CBlock,TA,TA,No,Rec,906.0,0.0,134.0,1040.0,GasA,Ex,Y,SBrkr,0,0,1040,1.0,0.0,1,0,3,1,Typ,NA,Detchd,Unf,1.0,384.0,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,2,2008,WD ,11.771443882099637
909281110,70,RL,100.0,9670,Pave,NA,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,6,1935,1950,Gable,CompShg,BrkFace,NA,Stone,40.0,TA,PConc,TA,Fa,No,LwQ,210.0,0.0,398.0,608.0,GasA,TA,Y,SBrkr,890,0,1873,0.0,0.0,1,1,4,1,Typ,Gd,Detchd,Fin,2.0,786.0,Fa,Y,0,0,207,0,0,0,NA,NA,NA,0,6,2008,WD ,12.457130929897918
909101140,50,RL,60.0,10998,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,5,1941,1960,Gable,CompShg,Wd Sdng,Grvl,None,0.0,TA,CBlock,TA,TA,No,LwQ,408.0,420.0,156.0,984.0,GasA,Ex,Y,SBrkr,620,0,1604,0.0,0.0,2,0,3,1,Min2,NA,Detchd,Unf,2.0,660.0,TA,Y,0,68,0,0,0,0,NA,NA,NA,0,7,2009,WD ,11.669937760751914
909275050,70,RL,60.0,7200,Pave,NA,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,7,6,1931,2000,Gable,CompShg,Stucco,NA,None,0.0,Fa,BrkTil,Gd,TA,No,Unf,0.0,0.0,776.0,776.0,GasA,TA,Y,SBrkr,651,0,1502,0.0,0.0,1,1,3,1,Typ,Gd,Attchd,RFn,1.0,270.0,TA,P,0,0,112,0,0,0,NA,MnPrv,NA,0,2,2008,WD ,11.91170829631447
534475100,20,RL,80.0,9920,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,HdBoard,NA,Stone,110.0,TA,CBlock,TA,TA,No,Rec,354.0,290.0,412.0,1056.0,GasA,TA,Y,SBrkr,0,0,1063,1.0,0.0,1,0,3,1,Typ,NA,Attchd,RFn,1.0,280.0,TA,Y,0,0,164,0,0,0,NA,MnPrv,NA,0,2,2010,WD ,11.759793355371237
528188090,160,RL,36.0,2448,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,NA,Stone,106.0,TA,PConc,Gd,TA,No,Unf,0.0,0.0,764.0,764.0,GasA,Ex,Y,SBrkr,862,0,1626,0.0,0.0,2,1,2,1,Typ,NA,BuiltIn,RFn,2.0,474.0,TA,Y,0,27,0,0,0,0,NA,NA,NA,0,10,2008,WD ,11.951186847493476
533221080,160,FV,0.0,2998,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,NA,BrkFace,513.0,TA,PConc,Gd,TA,No,GLQ,353.0,0.0,403.0,756.0,GasA,Ex,Y,SBrkr,756,0,1524,0.0,0.0,2,1,2,1,Typ,NA,Detchd,Unf,2.0,440.0,TA,Y,0,32,0,0,0,0,NA,NA,NA,0,6,2006,WD ,12.019749091416921
